Year,가람동,고운동,나성동,누리동,다솜동,다정동,대평동,도담동,반곡동,보람동,산울동,새롬동,세종동,소담동,아름동,어진동,용호동,종촌동,집현동,한별동,한솔동,합강동,해밀동
2020,51.40845070422535,6.571428571428571,5.471956224350205,0.0,,5.61941251596424,9.852216748768473,9.036742800397219,2.0344287949921753,6.342182890855458,0.0,7.354555433589462,6.25,4.489337822671156,6.519558676028084,5.385329619312906,,8.105263157894736,0.9404388714733543,,7.155635062611807,0.0,0.5494505494505495
2021,40.51724137931034,7.822410147991543,7.49665327978581,0.0,100.0,7.393483709273182,9.703947368421053,8.673978065802594,3.6923076923076925,6.61764705882353,2.380952380952381,8.559046587215601,9.090909090909092,7.5,7.7227722772277225,4.632662611137108,,9.907120743034056,0.628930817610063,,9.106830122591944,0.0,2.6881720430107525
2022,52.73972602739726,8.403361344537815,12.45777027027027,0.0,,11.177884615384617,12.16,7.568113017154389,5.72289156626506,7.636363636363637,0.0,11.064278187565858,9.090909090909092,6.380638063806381,7.631318136769079,6.039649608114338,,7.6190476190476195,3.3639143730886847,,6.486486486486487,50.0,5.2356020942408374
2023,53.06122448979592,10.594668489405331,10.53085886922745,0.0,,11.708482676224612,10.876623376623376,10.981535471331389,6.427503736920777,8.82986360373295,4.651162790697675,9.925293489861259,36.17021276595745,9.564293304994687,9.426627793974733,11.120802442215439,,12.5250501002004,6.508875739644971,,8.626760563380282,0.0,7.653061224489796
